,ID,additionalProperties,lat,lon
212,BikePoints_224,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001150', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279615020000', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '11', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '5', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '17', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '1', 'modified': '2023-11-08T22:44:14.273Z'}]",51.51031,-0.187402
213,BikePoints_225,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001182', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279616280000', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '20', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '9', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '30', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '19', 'modified': '2023-11-08T23:22:34.223Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '1', 'modified': '2023-11-08T23:22:34.223Z'}]",51.509353,-0.196422
214,BikePoints_226,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '003488', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279616520000', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '24', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '24', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T19:41:19.41Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T19:41:19.41Z'}]",51.508446,-0.131961
215,BikePoints_227,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '003470', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279616700000', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '5', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '18', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '23', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '5', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:02:31.92Z'}]",51.528915,-0.11548
216,BikePoints_228,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001067', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279616880000', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '1', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '38', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '40', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '1', 'modified': '2023-11-08T23:06:30Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T23:06:30Z'}]",51.507424,-0.134621
217,BikePoints_229,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001151', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279617780000', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '46', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '46', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:07:05.887Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:07:05.887Z'}]",51.506543,-0.123179
218,BikePoints_230,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001144', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279618020000', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '4', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '27', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '31', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '4', 'modified': '2023-11-08T21:52:15.937Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:52:15.937Z'}]",51.506692,-0.103137
219,BikePoints_231,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001089', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279622820000', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '20', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '11', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '31', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '20', 'modified': '2023-11-08T23:10:29.623Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T23:10:29.623Z'}]",51.493967,-0.178732
220,BikePoints_232,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001139', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279623240000', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '15', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '16', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T20:58:04Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T20:58:04Z'}]",51.51501,-0.112753
221,BikePoints_233,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '001153', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1279624260000', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '22', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '22', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:44:29.76Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:44:29.76Z'}]",51.50777,-0.130699
